[+] Loading singularity  4.2.2  on cn0038 
[+] Loading GATK  4.6.0.0 

GATK is installed as a container.


17:25:19.957 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gatk/gatk-package-4.6.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
17:25:20.121 INFO  ASEReadCounter - ------------------------------------------------------------
17:25:20.125 INFO  ASEReadCounter - The Genome Analysis Toolkit (GATK) v4.6.0.0
17:25:20.125 INFO  ASEReadCounter - For support and documentation go to https://software.broadinstitute.org/gatk/
17:25:20.125 INFO  ASEReadCounter - Executing as sheffermannm@cn0038 on Linux v4.18.0-425.19.3a.el8.x86_64 amd64
17:25:20.125 INFO  ASEReadCounter - Java runtime: OpenJDK 64-Bit Server VM v17.0.9+9-Ubuntu-122.04
17:25:20.125 INFO  ASEReadCounter - Start Date/Time: January 15, 2026 at 5:25:19 PM GMT
17:25:20.125 INFO  ASEReadCounter - ------------------------------------------------------------
17:25:20.125 INFO  ASEReadCounter - ------------------------------------------------------------
17:25:20.126 INFO  ASEReadCounter - HTSJDK Version: 4.1.1
17:25:20.127 INFO  ASEReadCounter - Picard Version: 3.2.0
17:25:20.127 INFO  ASEReadCounter - Built for Spark Version: 3.5.0
17:25:20.127 INFO  ASEReadCounter - HTSJDK Defaults.COMPRESSION_LEVEL : 2
17:25:20.128 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
17:25:20.128 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
17:25:20.128 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
17:25:20.128 INFO  ASEReadCounter - Deflater: IntelDeflater
17:25:20.129 INFO  ASEReadCounter - Inflater: IntelInflater
17:25:20.129 INFO  ASEReadCounter - GCS max retries/reopens: 20
17:25:20.129 INFO  ASEReadCounter - Requester pays: disabled
17:25:20.129 INFO  ASEReadCounter - Initializing engine
17:25:20.428 INFO  FeatureManager - Using codec VCFCodec to read file file:///data/Wilson_Lab/projects/placenta_multiomics/valleywise_pilot/vqsr/chrX.gatk.called.vqsr.sv.biallelic.snp.Plac_CON07.het.vcf
17:25:20.482 INFO  ASEReadCounter - Done initializing engine
17:25:20.502 INFO  ProgressMeter - Starting traversal
17:25:20.503 INFO  ProgressMeter -        Current Locus  Elapsed Minutes        Loci Processed      Loci/Minute
17:25:30.506 INFO  ProgressMeter -        chr1:19111160              0.2               4879000       29274000.0
17:25:40.503 INFO  ProgressMeter -        chr1:30988353              0.3               8702000       26106000.0
17:25:50.506 INFO  ProgressMeter -        chr1:45740355              0.5              13496000       26989301.1
17:26:00.506 INFO  ProgressMeter -        chr1:83120121              0.7              20161000       30239232.1
17:26:10.512 INFO  ProgressMeter -       chr1:116397978              0.8              26845000       32208202.5
17:26:20.514 INFO  ProgressMeter -       chr1:151209457              1.0              31275000       31269788.4
17:26:30.545 INFO  ProgressMeter -       chr1:176466961              1.2              37439000       32071328.6
17:26:40.552 INFO  ProgressMeter -       chr1:176661586              1.3              37633000       28207472.9
17:26:50.556 INFO  ProgressMeter -       chr1:183072288              1.5              39276000       26168589.6
17:27:00.564 INFO  ProgressMeter -       chr1:207775778              1.7              43776000       26249850.1
17:27:10.565 INFO  ProgressMeter -         chr2:1682979              1.8              51464000       28055459.7
17:27:20.567 INFO  ProgressMeter -        chr2:32543347              2.0              57198000       28583993.4
17:27:30.568 INFO  ProgressMeter -        chr2:42247876              2.2              59418000       27410198.1
17:27:40.569 INFO  ProgressMeter -        chr2:63887480              2.3              63820000       27338540.4
17:27:50.570 INFO  ProgressMeter -        chr2:88563102              2.5              69262000       27692615.2
17:28:00.571 INFO  ProgressMeter -       chr2:135875684              2.7              77389000       29008727.6
17:28:10.571 INFO  ProgressMeter -       chr2:171963371              2.8              83205000       29354728.7
17:28:20.574 INFO  ProgressMeter -       chr2:201085617              3.0              88782000       29582331.4
17:28:30.667 INFO  ProgressMeter -       chr2:215413491              3.2              91413000       28842367.6
17:28:40.668 INFO  ProgressMeter -       chr2:230794085              3.3              94487000       28322733.7
17:28:50.669 INFO  ProgressMeter -         chr3:9463066              3.5              99506000       28407965.2
17:29:00.670 INFO  ProgressMeter -        chr3:31632966              3.7             104772000       28552507.9
17:29:10.671 INFO  ProgressMeter -        chr3:52138425              3.8             110578000       28825505.0
17:29:20.670 INFO  ProgressMeter -       chr3:100520070              4.0             117292000       29302610.3
17:29:30.670 INFO  ProgressMeter -       chr3:125456343              4.2             123047000       29511566.3
17:29:40.671 INFO  ProgressMeter -       chr3:157407389              4.3             130041000       29990198.6
17:29:50.671 INFO  ProgressMeter -       chr3:192016791              4.5             136116000       30229302.6
17:30:00.671 INFO  ProgressMeter -        chr4:37562092              4.7             144068000       30853202.4
17:30:10.672 INFO  ProgressMeter -        chr4:72419924              4.8             149322000       30876213.5
17:30:20.673 INFO  ProgressMeter -        chr4:94452549              5.0             153806000       30743880.9
17:30:30.672 INFO  ProgressMeter -       chr4:152527518              5.2             161938000       31325761.1
17:30:40.672 INFO  ProgressMeter -        chr5:33558401              5.3             170546000       31960495.9
17:30:50.673 INFO  ProgressMeter -        chr5:62387229              5.5             176239000       32026955.8
17:31:00.679 INFO  ProgressMeter -        chr5:87326260              5.7             181792000       32064343.2
17:31:10.687 INFO  ProgressMeter -       chr5:112880819              5.8             186437000       31943835.2
17:31:20.699 INFO  ProgressMeter -       chr5:134161171              6.0             190480000       31729391.8
17:31:30.699 INFO  ProgressMeter -       chr5:150694649              6.2             195333000       31658851.0
17:31:40.702 INFO  ProgressMeter -         chr6:3725475              6.3             201086000       31733802.6
17:31:50.703 INFO  ProgressMeter -        chr6:35914745              6.5             207911000       31969912.9
17:32:00.703 INFO  ProgressMeter -        chr6:75285277              6.7             213579000       32020839.6
17:32:10.704 INFO  ProgressMeter -       chr6:110221196              6.8             218870000       32014061.4
17:32:20.709 INFO  ProgressMeter -       chr6:143717781              7.0             225541000       32204347.4
17:32:30.710 INFO  ProgressMeter -         chr7:2729099              7.2             232142000       32376321.2
17:32:40.713 INFO  ProgressMeter -        chr7:26193099              7.3             237561000       32379228.1
17:32:50.714 INFO  ProgressMeter -        chr7:55019438              7.5             243599000       32464644.4
17:33:00.715 INFO  ProgressMeter -        chr7:85059309              7.7             248988000       32461735.0
17:33:10.716 INFO  ProgressMeter -       chr7:105166146              7.8             253552000       32353746.8
17:33:20.715 INFO  ProgressMeter -       chr7:134747411              8.0             260059000       32493023.9
17:33:30.715 INFO  ProgressMeter -         chr8:1773201              8.2             266095000       32568970.2
17:33:40.716 INFO  ProgressMeter -        chr8:37866454              8.3             271907000       32615011.2
17:33:50.716 INFO  ProgressMeter -        chr8:94685776              8.5             279039000       32814412.8
17:34:00.716 INFO  ProgressMeter -       chr8:132446443              8.7             285345000       32910942.2
17:34:11.316 INFO  ProgressMeter -         chr9:9443991              8.8             290798000       32870106.8
17:34:21.317 INFO  ProgressMeter -        chr9:73161559              9.0             297988000       33059943.0
17:34:31.318 INFO  ProgressMeter -       chr9:105308064              9.2             303942000       33108308.8
17:34:41.317 INFO  ProgressMeter -       chr9:116109524              9.3             307022000       32847468.1
17:34:51.330 INFO  ProgressMeter -       chr9:116209923              9.5             307085000       32277962.1
17:35:01.385 INFO  ProgressMeter -       chr9:116279952              9.7             307155000       31726409.2
17:35:11.412 INFO  ProgressMeter -       chr9:116351220              9.8             307226000       31195260.2
