[+] Loading singularity  4.2.2  on cn4320 
[+] Loading GATK  4.6.0.0 

GATK is installed as a container.


17:27:35.957 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gatk/gatk-package-4.6.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
17:27:36.185 INFO  ASEReadCounter - ------------------------------------------------------------
17:27:36.189 INFO  ASEReadCounter - The Genome Analysis Toolkit (GATK) v4.6.0.0
17:27:36.190 INFO  ASEReadCounter - For support and documentation go to https://software.broadinstitute.org/gatk/
17:27:36.190 INFO  ASEReadCounter - Executing as sheffermannm@cn4320 on Linux v4.18.0-425.19.3a.el8.x86_64 amd64
17:27:36.190 INFO  ASEReadCounter - Java runtime: OpenJDK 64-Bit Server VM v17.0.9+9-Ubuntu-122.04
17:27:36.190 INFO  ASEReadCounter - Start Date/Time: January 15, 2026 at 5:27:35 PM GMT
17:27:36.190 INFO  ASEReadCounter - ------------------------------------------------------------
17:27:36.190 INFO  ASEReadCounter - ------------------------------------------------------------
17:27:36.191 INFO  ASEReadCounter - HTSJDK Version: 4.1.1
17:27:36.191 INFO  ASEReadCounter - Picard Version: 3.2.0
17:27:36.191 INFO  ASEReadCounter - Built for Spark Version: 3.5.0
17:27:36.191 INFO  ASEReadCounter - HTSJDK Defaults.COMPRESSION_LEVEL : 2
17:27:36.192 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
17:27:36.192 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
17:27:36.192 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
17:27:36.192 INFO  ASEReadCounter - Deflater: IntelDeflater
17:27:36.192 INFO  ASEReadCounter - Inflater: IntelInflater
17:27:36.192 INFO  ASEReadCounter - GCS max retries/reopens: 20
17:27:36.193 INFO  ASEReadCounter - Requester pays: disabled
17:27:36.193 INFO  ASEReadCounter - Initializing engine
17:27:36.430 INFO  FeatureManager - Using codec VCFCodec to read file file:///data/Wilson_Lab/projects/placenta_multiomics/valleywise_pilot/vqsr/chrX.gatk.called.vqsr.sv.biallelic.snp.Plac_HDP05.het.vcf
17:27:36.499 INFO  ASEReadCounter - Done initializing engine
17:27:36.527 INFO  ProgressMeter - Starting traversal
17:27:36.528 INFO  ProgressMeter -        Current Locus  Elapsed Minutes        Loci Processed      Loci/Minute
17:27:46.531 INFO  ProgressMeter -         chr1:9735768              0.2               3071000       18426000.0
17:27:56.530 INFO  ProgressMeter -        chr1:22406619              0.3               7840000       23518824.1
17:28:06.530 INFO  ProgressMeter -        chr1:32040882              0.5              11571000       23141228.6
17:28:16.539 INFO  ProgressMeter -        chr1:42958691              0.7              15802000       23697075.7
17:28:26.554 INFO  ProgressMeter -        chr1:56563715              0.8              21134000       25348125.9
17:28:36.553 INFO  ProgressMeter -        chr1:89650392              1.0              28243000       28231237.0
17:28:46.553 INFO  ProgressMeter -       chr1:112463281              1.2              33739000       28908818.3
17:28:56.555 INFO  ProgressMeter -       chr1:148845738              1.3              38760000       29060555.3
17:29:06.556 INFO  ProgressMeter -       chr1:160213769              1.5              42978000       28643407.0
17:29:16.575 INFO  ProgressMeter -       chr1:176475957              1.7              48223000       28920496.6
17:29:26.603 INFO  ProgressMeter -       chr1:176708624              1.8              48455000       26411991.8
17:29:36.603 INFO  ProgressMeter -       chr1:183685704              2.0              50795000       25381636.5
17:29:46.604 INFO  ProgressMeter -       chr1:206439905              2.2              55869000       25770626.4
17:29:56.622 INFO  ProgressMeter -       chr1:228099085              2.3              61183000       26203878.9
17:30:06.621 INFO  ProgressMeter -         chr2:9516695              2.5              67897000       27141972.0
17:30:16.622 INFO  ProgressMeter -        chr2:28783998              2.7              73359000       27493472.6
17:30:26.627 INFO  ProgressMeter -        chr2:38482670              2.8              75869000       26761709.4
17:30:36.627 INFO  ProgressMeter -        chr2:47804414              3.0              79217000       26391151.5
17:30:46.627 INFO  ProgressMeter -        chr2:68249157              3.2              83881000       26474942.0
17:30:56.629 INFO  ProgressMeter -        chr2:85328193              3.3              88370000       26497618.7
17:31:06.629 INFO  ProgressMeter -       chr2:111801144              3.5              95013000       27133521.5
17:31:16.629 INFO  ProgressMeter -       chr2:151789619              3.7             102240000       27870841.1
17:31:26.635 INFO  ProgressMeter -       chr2:169269736              3.8             106604000       27796807.6
17:31:36.640 INFO  ProgressMeter -       chr2:188332572              4.0             111861000       27952205.6
17:31:46.640 INFO  ProgressMeter -       chr2:200423177              4.2             115003000       27588360.4
17:31:56.719 INFO  ProgressMeter -       chr2:215399783              4.3             118996000       27440457.2
17:32:06.721 INFO  ProgressMeter -       chr2:224476250              4.5             121219000       26918313.9
17:32:16.721 INFO  ProgressMeter -       chr2:237909629              4.7             125031000       26773902.3
17:32:26.772 INFO  ProgressMeter -        chr3:15692266              4.8             131565000       27197555.2
17:32:36.771 INFO  ProgressMeter -        chr3:30614441              5.0             135668000       27111639.6
17:32:46.772 INFO  ProgressMeter -        chr3:47160284              5.2             141087000       27285684.8
17:32:56.772 INFO  ProgressMeter -        chr3:57783495              5.3             145505000       27261400.7
17:33:06.772 INFO  ProgressMeter -        chr3:88143696              5.5             152023000       27620123.3
17:33:16.772 INFO  ProgressMeter -       chr3:120089396              5.7             158163000       27891101.7
17:33:26.772 INFO  ProgressMeter -       chr3:133826367              5.8             163290000       27973070.2
17:33:36.774 INFO  ProgressMeter -       chr3:155624501              6.0             169092000       28162755.5
17:33:46.774 INFO  ProgressMeter -       chr3:183775419              6.2             174722000       28314472.0
17:33:56.774 INFO  ProgressMeter -          chr4:916265              6.3             180231000       28439115.7
17:34:06.774 INFO  ProgressMeter -        chr4:26187440              6.5             186655000       28698052.0
17:34:16.776 INFO  ProgressMeter -        chr4:54296226              6.7             191975000       28778479.3
17:34:26.775 INFO  ProgressMeter -        chr4:85573362              6.8             197360000       28864562.1
17:34:36.776 INFO  ProgressMeter -       chr4:102798621              7.0             201450000       28761656.8
17:34:46.778 INFO  ProgressMeter -       chr4:143537361              7.2             208569000       29085740.8
17:34:56.780 INFO  ProgressMeter -       chr4:182463597              7.3             215158000       29322999.8
17:35:06.781 INFO  ProgressMeter -        chr5:31954332              7.5             222310000       29624743.5
17:35:16.808 INFO  ProgressMeter -        chr5:40967522              7.7             225419000       29384592.0
17:35:26.809 INFO  ProgressMeter -        chr5:66064819              7.8             231066000       29480161.9
17:35:36.818 INFO  ProgressMeter -        chr5:83501418              8.0             236829000       29585750.3
17:35:46.818 INFO  ProgressMeter -       chr5:101893648              8.2             240304000       29407575.1
17:35:56.830 INFO  ProgressMeter -       chr5:128274080              8.3             246635000       29578393.8
17:36:06.830 INFO  ProgressMeter -       chr5:136146638              8.5             249296000       29311584.1
17:36:16.830 INFO  ProgressMeter -       chr5:149968361              8.7             254136000       29306364.4
17:36:26.831 INFO  ProgressMeter -       chr5:172059440              8.8             257894000       29178920.7
17:36:36.843 INFO  ProgressMeter -         chr6:6163265              9.0             263321000       29240831.7
17:36:46.843 INFO  ProgressMeter -        chr6:17899768              9.2             266784000       29087050.1
17:36:56.844 INFO  ProgressMeter -        chr6:39134574              9.3             272528000       29183013.1
17:37:06.843 INFO  ProgressMeter -        chr6:57355847              9.5             276891000       29130322.7
17:37:16.843 INFO  ProgressMeter -        chr6:96514739              9.7             282458000       29203932.3
17:37:26.843 INFO  ProgressMeter -       chr6:119628109              9.8             288318000       29304828.8
17:37:36.843 INFO  ProgressMeter -       chr6:136530337             10.0             292279000       29212563.4
17:37:46.844 INFO  ProgressMeter -       chr6:150800091             10.2             297387000       29236035.1
17:37:56.846 INFO  ProgressMeter -         chr7:1010077             10.3             302904000       29298263.1
17:38:06.847 INFO  ProgressMeter -        chr7:15646067             10.5             307660000       29286169.8
17:38:16.847 INFO  ProgressMeter -        chr7:36951477             10.7             313958000       29418945.0
17:38:26.848 INFO  ProgressMeter -        chr7:55120586             10.8             317960000       29335711.6
17:38:36.850 INFO  ProgressMeter -        chr7:76045898             11.0             322925000       29342547.0
17:38:46.917 INFO  ProgressMeter -        chr7:94663949             11.2             327024000       29268738.0
17:38:56.927 INFO  ProgressMeter -       chr7:107976923             11.3             331631000       29244399.2
17:39:06.927 INFO  ProgressMeter -       chr7:128584959             11.5             336212000       29218929.9
17:39:16.928 INFO  ProgressMeter -       chr7:137995464             11.7             340087000       29133666.5
17:39:26.928 INFO  ProgressMeter -          chr8:656975             11.8             346046000       29226858.1
17:39:36.928 INFO  ProgressMeter -        chr8:25474628             12.0             351405000       29267490.3
17:39:46.928 INFO  ProgressMeter -        chr8:53205295             12.2             356156000       29257064.6
17:39:56.930 INFO  ProgressMeter -        chr8:89961415             12.3             362572000       29381768.3
17:40:06.938 INFO  ProgressMeter -       chr8:108768692             12.5             367928000       29418158.1
17:40:16.941 INFO  ProgressMeter -       chr8:134618690             12.7             372677000       29405888.6
17:40:26.942 INFO  ProgressMeter -         chr9:6609776             12.8             378513000       29478669.9
17:40:36.947 INFO  ProgressMeter -        chr9:19354571             13.0             381118000       29301066.9
17:40:46.946 INFO  ProgressMeter -        chr9:70202619             13.2             388215000       29469091.0
17:40:56.947 INFO  ProgressMeter -        chr9:92260347             13.3             393198000       29474449.6
17:41:06.955 INFO  ProgressMeter -       chr9:110158796             13.5             398383000       29494303.6
17:41:16.986 INFO  ProgressMeter -       chr9:116175776             13.7             400649000       29299415.7
17:41:27.047 INFO  ProgressMeter -       chr9:116317166             13.8             400790000       28954665.7
17:41:37.049 INFO  ProgressMeter -       chr9:123047241             14.0             402532000       28734463.5
17:41:47.051 INFO  ProgressMeter -       chr9:131482953             14.2             406818000       28698940.2
17:41:57.050 INFO  ProgressMeter -       chr10:11506440             14.3             412408000       28755197.4
17:42:07.052 INFO  ProgressMeter -       chr10:30024908             14.5             417884000       28802238.7
17:42:17.052 INFO  ProgressMeter -       chr10:51498081             14.7             422584000       28795399.1
17:42:27.053 INFO  ProgressMeter -       chr10:74025223             14.8             427397000       28796294.3
17:42:37.054 INFO  ProgressMeter -       chr10:92879495             15.0             432841000       28839211.7
17:42:47.055 INFO  ProgressMeter -      chr10:110591795             15.2             438201000       28875651.1
17:42:57.057 INFO  ProgressMeter -      chr10:126004527             15.3             442730000       28857134.2
17:43:07.058 INFO  ProgressMeter -      chr10:126127589             15.5             442850000       28554694.6
17:43:17.129 INFO  ProgressMeter -      chr10:126224589             15.7             442947000       28255147.5
17:43:27.194 INFO  ProgressMeter -      chr10:126304589             15.8             443027000       27961050.5
17:43:37.195 INFO  ProgressMeter -      chr10:132735996             16.0             444469000       27760025.1
17:43:47.281 INFO  ProgressMeter -        chr11:2134863             16.2             445624000       27542989.8
17:43:57.284 INFO  ProgressMeter -       chr11:12921615             16.3             449892000       27523176.0
17:44:07.284 INFO  ProgressMeter -       chr11:43374542             16.5             455667000       27595109.2
17:44:17.341 INFO  ProgressMeter -       chr11:62528571             16.7             459393000       27541216.5
17:44:27.340 INFO  ProgressMeter -       chr11:67244479             16.8             461776000       27410200.9
17:44:37.340 INFO  ProgressMeter -       chr11:77023147             17.0             466485000       27418466.9
17:44:47.343 INFO  ProgressMeter -      chr11:106871603             17.2             472752000       27517178.2
17:44:57.343 INFO  ProgressMeter -      chr11:123624646             17.3             477701000       27538092.7
17:45:07.343 INFO  ProgressMeter -        chr12:6571276             17.5             482627000       27557296.0
17:45:17.345 INFO  ProgressMeter -       chr12:26477547             17.7             488102000       27607162.8
17:45:27.344 INFO  ProgressMeter -       chr12:50095333             17.8             494027000       27681338.3
17:45:37.345 INFO  ProgressMeter -       chr12:57714472             18.0             497038000       27592349.1
17:45:47.345 INFO  ProgressMeter -       chr12:82892129             18.2             502819000       27657379.7
17:45:57.345 INFO  ProgressMeter -      chr12:107550627             18.3             508272000       27703351.2
17:46:07.350 INFO  ProgressMeter -      chr12:122378872             18.5             513184000       27719148.5
17:46:17.358 INFO  ProgressMeter -       chr13:28396534             18.7             518566000       27759774.2
17:46:27.400 INFO  ProgressMeter -       chr13:45340202             18.8             523231000       27760754.5
17:46:37.401 INFO  ProgressMeter -       chr13:95207420             19.0             529413000       27842545.0
17:46:47.421 INFO  ProgressMeter -      chr13:110203024             19.2             532270000       27749060.9
17:46:57.431 INFO  ProgressMeter -      chr13:110425325             19.3             532488000       27521059.0
17:47:07.432 INFO  ProgressMeter -       chr14:22924104             19.5             534570000       27392681.2
17:47:17.475 INFO  ProgressMeter -       chr14:49573444             19.7             539762000       27423516.9
17:47:27.749 INFO  ProgressMeter -       chr14:49599279             19.9             539778000       27187801.4
